Camera Start Date,Camera End Date,CameraName,Location Code,Image#,Image Quality,Species,SpeciesCode,# of Individuals,Date,Notes
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0370,2,coyote,CAFA,1,20250103,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0371,3,coyote,CAFA,1,20250103,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0372,3,coyote,CAFA,1,20250103,Back legs on left
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0373,2,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0376,3,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0377,3,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0378,3,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0379,2,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0380,2,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0381,3,coyote,CAFA,1,20250104,Back legs on right
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0382,2,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0385,3,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0388,2,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0389,2,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0390,2,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0391,2,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0392,1,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0393,1,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0394,3,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0397,3,coyote,CAFA,1,20250104,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0400,2,coyote,CAFA,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0401,3,coyote,CAFA,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0402,3,coyote,CAFA,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0403,2,rabbit,RASP,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0404,3,rabbit,RASP,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0405,3,rabbit,RASP,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0406,3,rabbit,RASP,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0407,2,rabbit,RASP,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0408,2,rabbit,RASP,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0409,3,coyote,CAFA,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0410,2,coyote,CAFA,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0411,3,coyote,CAFA,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0412,2,coyote,CAFA,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0413,3,coyote,CAFA,1,20250105,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0415,2,coyote,CAFA,1,20250106,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0416,3,coyote,CAFA,1,20250106,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0418,3,coyote,CAFA,1,20250106,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0421,1,coyote,CAFA,1,20250106,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0422,2,coyote,CAFA,1,20250106,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0423,2,coyote,CAFA,1,20250106,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0424,3,coyote,CAFA,1,20250106,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0430,2,coyote,CAFA,1,20250107,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0432,3,coyote,CAFA,1,20250107,Head on left
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0433,3,coyote,CAFA,1,20250108,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0434,3,coyote,CAFA,1,20250108,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0435,3,coyote,CAFA,1,20250108,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0436,3,coyote,CAFA,1,20250108,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0437,3,unknown,UNK,1,20250108,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0439,3,coyote,CAFA,1,20250108,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0442,2,coyote,CAFA,1,20250109,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0443,3,coyote,CAFA,1,20250109,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0445,2,bird,BIRD,1,20250110,Owl?
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0446,2,bird,BIRD,1,20250110,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0447,2,bird,BIRD,1,20250110,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0448,1,coyote,CAFA,1,20250110,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0451,3,coyote,CAFA,1,20250111,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0452,3,coyote,CAFA,1,20250111,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0453,3,coyote,CAFA,1,20250111,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0454,3,coyote,CAFA,1,20250111,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0455,3,coyote,CAFA,1,20250111,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0456,3,coyote,CAFA,1,20250111,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0457,3,coyote,CAFA,1,20250112,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0458,3,coyote,CAFA,1,20250112,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0459,3,coyote,CAFA,1,20250112,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0460,3,coyote,CAFA,2,20250112,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0461,3,coyote,CAFA,1,20250112,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0462,3,coyote,CAFA,1,20250112,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0463,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0464,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0465,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0466,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0467,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0468,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0469,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0470,3,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0472,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0473,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0475,1,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0476,1,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0477,2,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0478,3,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0479,3,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0480,3,coyote,CAFA,1,20250113,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0481,3,coyote,CAFA,1,20250114,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0482,3,coyote,CAFA,1,20250114,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0483,3,coyote,CAFA,1,20250114,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0484,2,coyote,CAFA,1,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0487,1,coyote,CAFA,3,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0488,1,coyote,CAFA,3,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0489,2,coyote,CAFA,4,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0490,3,human,HOSA,1,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0493,3,human,HOSA,1,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0494,3,human,HOSA,1,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0495,3,human,HOSA,1,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0496,3,human,HOSA,1,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0497,3,human,HOSA,1,20250115,
2024-11-26,2025-01-15,BonitaCanyon1,BC1,IMG_0498,3,human,HOSA,1,20250115,
